# Individuals with basic+ digital skills — pre-2021 methodology
# Source: Eurostat dataset isoc_sk_dskl_i
# URL: https://ec.europa.eu/eurostat/databrowser/view/isoc_sk_dskl_i/default/table
# Filters: indic_is=I_DSK_BAB (basic or above-basic), ind_type=IND_TOTAL, unit=PC_IND
# Notes: Methodology revised in 2021; companion file *_2021plus uses the new definition.
# Generated by the Python scripts in this directory's parent (01_origins.py .. 08_outlook.py).
year,BG,CZ,EU27_2020,HU,PL,RO
2015,31.22,56.89,53.74,49.52,40.04,26.28
2016,26.25,53.8,54.34,51.36,44.42,27.65
2017,29.49,59.85,55.25,49.59,46.38,29.05
2019,29.4,62.1,56.06,48.68,44.45,30.97
