# Young-adult population projection — indexed (2022 = 100)
# Source: Eurostat dataset proj_23np
# URL: https://ec.europa.eu/eurostat/databrowser/view/proj_23np/default/table
# Filters: As 08b_young_adult_pop_projection_persons.csv, indexed to first year (2022) = 100
# Notes: Derived from proj_23np baseline projection.
# Generated by the Python scripts in this directory's parent (01_origins.py .. 08_outlook.py).
year,BG,CZ,EU27_2020,HU,PL,RO
2042,100.71381306353663,116.10557936888277,98.36418276954538,91.86709410200096,92.5983780790384,97.32267233914385
2043,99.46521997254209,115.46381046475844,97.38606556438114,91.80910036317684,90.96233229457032,96.04087446506783
2044,98.1408702427923,115.43760998247903,96.71730658570931,92.23304533356244,90.19703889312926,95.19094411605988
2045,96.38501688290808,115.08699989233983,95.91961584953357,92.28432683409675,89.24447229112977,94.1076411112366
2046,94.70878529640945,114.42150764244249,95.1476602829256,92.34169409734714,88.17659273483055,92.77606264824367
2047,92.95184969882871,113.31889607364336,94.27149058280867,92.02246004428287,86.57788706488329,91.15244154964046
2048,91.26680560537285,112.04269440043294,93.47981372376103,91.69364986459178,84.42688173300124,89.35359486967107
2049,89.74734387948202,110.64644688114223,92.82813976177329,91.37683221731184,82.46107382534322,87.68971005944388
2050,88.30332958157598,109.37948683259036,92.32706660662403,90.99038628483875,80.67313847599364,86.33820890277725
2051,87.15352933173368,108.28078151751288,92.00810770563498,90.47855574111165,79.19081943776047,85.42736008098758
2052,86.07252847831197,106.64558559983384,91.67247811789572,89.8965599331282,78.24490963572988,85.29516960957795
2053,85.13438300082868,106.16378254933552,91.53234117291605,89.75059112445206,77.74557805956906,84.89038858142055
2054,84.58383322407886,105.25953245001187,91.29874845550393,89.17020625365816,76.7811055680195,84.319271362775
2055,84.07997427366391,104.42902479899467,91.08403821551835,88.61631234998147,75.83254736170021,83.87119377198817
2056,83.75081940854164,103.92654718611584,90.94255672928276,88.12551348622917,75.11795539371393,83.5456329037143
2057,83.56823044860299,103.73876118403314,90.85711133557142,87.70138952282251,74.62893112073074,83.31618203799222
2058,83.50685211067271,103.80926429998505,90.82274023032357,87.33472231917678,74.33622279808446,83.19805772038369
2059,83.55709886086751,104.14072421944,90.82755580029004,87.03249260311341,74.2314796014414,83.15941501533159
2060,83.68124698519499,104.63929557859717,90.85918501626976,86.79890671062735,74.27967578759606,83.1844098908592
2061,83.84481948275221,105.28906753912686,90.90724931962556,86.62671542436561,74.44442562195151,83.23748478345443
2062,84.03359265809947,106.03830605783733,90.96241613170038,86.49739296664823,74.70175030892085,83.29751431714837
2063,84.20242173875401,106.83651565979007,91.01043981447444,86.39581442719549,75.01583674186146,83.34107233245066
2064,84.34775080085589,107.63863151546447,91.03707879198615,86.32081635137045,75.35251811949935,83.33976506908625
2065,84.45860286205489,108.38501179974446,91.03073995020404,86.26613398343599,75.67428731082698,83.27142134039465
2066,84.49833644605509,109.04250099323647,90.98799491202841,86.24205942210314,75.95442167797647,83.13138728879854
2067,84.4482443012455,109.58375531988884,90.89168960578618,86.23167782688152,76.16326386481398,82.90601508477341
2068,84.31327379995301,109.99495997995426,90.74351994076544,86.23454171521853,76.28074803344052,82.60712238913361
2069,84.09636244449666,110.26868356391346,90.54639841267765,86.24089596746623,76.30071843334719,82.26681559010915
2070,83.80384905567031,110.40625991450068,90.30451706555944,86.25405195451428,76.22641995627508,81.8766236210986
2071,83.44099021657122,110.42445734037476,90.02223245680347,86.27821601235767,76.06677605451227,81.4472660416902
2072,83.01628922338622,110.32956395728273,89.70469527617568,86.30757086781186,75.81582185353464,80.97299089308049
2073,82.54072305846557,110.14701805165592,89.3573283713397,86.320905847881,75.48197975617025,80.46572041715297
2074,82.03330818419067,109.87605742764617,88.99305314935026,86.32922902336037,75.07784757741393,79.94616166559993
2075,81.51027816600907,109.50724991163293,88.61129686000466,86.315178071207,74.59948850007981,79.41922994867161
2076,80.96606721005305,109.06012677222444,88.22320579093513,86.2655970043728,74.05000425892041,78.88612794866324
2077,80.42278388640834,108.52363616962289,87.83060177523316,86.1906884250583,73.44244599939445,78.34910415856163
2078,79.89372425820336,107.93693591552585,87.44959087356267,86.09913349478504,72.81181560520929,77.84570318219278
2079,79.38801004316582,107.31317388831354,87.08326431219484,85.98341450666838,72.16729898313206,77.37921932323498
2080,78.93022349754487,106.68693472459483,86.74657655830097,85.85570298614057,71.5419653975243,76.96628097168363
2081,78.51680869748056,106.07050883242077,86.43894470653295,85.70543834495894,70.94483373866643,76.60960723533668
2082,78.15781499301183,105.48733373412131,86.1680216744925,85.54613455621364,70.40069402508063,76.31233554626876
2083,77.85463383260566,104.94731797572217,85.93084419074093,85.36919995489376,69.92302687319129,76.07289718844254
2084,77.6081928485733,104.46856370861634,85.72678872934839,85.17803540839942,69.50250321924278,75.88203673723797
2085,77.42189335938949,104.05650157822177,85.55556891521356,84.97971114106261,69.14668652413162,75.73551865935436
2086,77.28939654426043,103.72332671810854,85.41543603229206,84.78165536325739,68.85791501867125,75.62644060422758
2087,77.21302148396433,103.50095607941701,85.31004796397052,84.58789541795765,68.63325398459583,75.54439675547691
2088,77.18673856847782,103.34089495130998,85.23029960684964,84.38733373785756,68.47563814017121,75.51171517136655
2089,77.19895239390978,103.29449627905514,85.18064297668923,84.21057812955873,68.40625471970696,75.52123204865948
2090,77.25012677641587,103.33822726584152,85.15315299798985,84.04769448039221,68.40694664515176,75.55678961217156
2091,77.32835710133456,103.45798728847875,85.14134865693327,83.90163617520552,68.465187680005,75.61049199118173
2092,77.42575849401986,103.64120011547267,85.13990865731023,83.77410364769877,68.57133858703574,75.67480934871094
2093,77.53475529059628,103.87671863254442,85.14369043347116,83.66706582110363,68.71480574908922,75.74215955724559
2094,77.64931788104043,104.14739343311112,85.14790888088591,83.58097017797276,68.88449449955061,75.80736585386259
2095,77.76233441763245,104.43769477676712,85.14812010791101,83.5144742706482,69.07004981624607,75.86530376617347
2096,77.86684765803763,104.73009215900548,85.14004270523,83.46507219683504,69.26025773507034,75.9121560851541
2097,77.9577556245439,105.00991330974972,85.12022189236504,83.43142150887537,69.44395201091429,75.94415789231496
2098,78.03042015559485,105.26162848859421,85.085637529063,83.4107478149427,69.61142182805271,75.95984505268795
2099,78.08314059195311,105.47351893437397,85.0342585862364,83.40126118482641,69.7541493456652,75.95665533007877
2100,78.11483469592213,105.63729576724063,84.96474458468745,83.40018722670003,69.86550162328096,75.9340135286071
